,Título da Notícia,Tema,URL
189,"
Cheirar pum do parceiro prolonga vida e evita doenças #boato
",ciencia,www.boatos.org/ciencia/cheirar-pum-prolonga-vida.html
190,"
FBI divulga que Brasil vendeu o jogo para a Alemanha na Copa de 2014 #boato
",esporte,www.boatos.org/esporte/fbi-brasil-vendeu-jogo-alemanha.html
191,"
Arlindo Cruz morreu: mestre do samba acaba de falecer #boato
",entretenimento,www.boatos.org/entretenimento/arlindo-cruz-acaba-falecer.html
192,"
José Genoino, do PT, é o primeiro suplente de Tiririca na Câmara #boato
",politica,www.boatos.org/politica/jose-genoino-suplente-tiririca.html
193,"
Ex-goleiro Bruno morreu hoje espancado em sua cela #boato
",esporte,www.boatos.org/esporte/ex-goleiro-bruno-morreu-espancado.html
194,"
Tiririca renuncia ao mandato de deputado federal em desabafo #boato
",politica,www.boatos.org/politica/tiririca-renuncia-mandato-deputado.html
195,"
Pandora está dando braceletes e charms de brinde em site oficial #boato
",tecnologia,www.boatos.org/tecnologia/pandora-dando-braceletes-charms.html
196,"
Bebê tem câncer no sangue e WhatsApp paga um real por compartilhamento #boato
",tecnologia,www.boatos.org/tecnologia/bebe-cancer-sangue-whatsapp-paga.html
197,"
Bolsonaro lidera pesquisa Datafolha em todos os estados #boato
",politica,www.boatos.org/politica/bolsonaro-lidera-pesquisa-datafolha.html
198,"
Caixa libera bônus de R$326,00 do 13º salário; confira lista em site #boato
",brasil,www.boatos.org/brasil/caixa-bonus-13o-salario-lista.html
199,"
Aracy Balabanian morre de câncer aos 76 anos no Rio de Janeiro #boato
",entretenimento,www.boatos.org/entretenimento/aracy-balabanian-morre-rio.html
200,"
Homem com pênis pequeno ganha direito a Bolsa Família no Rio #boato
",brasil,www.boatos.org/brasil/homem-penis-pequeno-bolsa-familia.html
201,"
Você ganhou um prêmio através do Messenger do Facebook #boato
",tecnologia,www.boatos.org/tecnologia/premio-messenger-facebook.html
202,"
Alunos tiram foto com prato de merenda e depois devolvem em escola no Brasil #boato
",brasil,www.boatos.org/brasil/alunos-foto-merenda-devolvem.html
203,"
Tiririca pede que seus eleitores apoiem Jair Bolsonaro #boato
",politica,www.boatos.org/politica/tiririca-apoiem-jair-bolsonaro.html
204,"
Coca-Cola tem prejuízo bilionário por causa de foto de Pabllo Vittar #boato
",entretenimento,www.boatos.org/entretenimento/coca-cola-prejuizo-pabllo-vittar.html
205,"
Não atenda ao celular carregando, alerta técnico da Samsung #boato
",tecnologia,www.boatos.org/tecnologia/nao-atenda-celular-carregando-samsung.html
206,"
Celular carregando explode no rosto de um rapaz, arrancou maxilar e ele morreu #boato
",brasil,www.boatos.org/brasil/celular-carregando-explodiu-rosto.html
207,"
7 boatos sobre Silvio Santos que já enganaram fãs do homem do baú na web
",entretenimento,www.boatos.org/entretenimento/7-boatos-silvio-santos.html
208,"
Iraniana fez 50 plásticas para ficar igual Angelina Jolie #boato
",entretenimento,www.boatos.org/entretenimento/iraniana-plasticas-angelina-jolie.html
209,"
Clique no link para ver a primeira foto do perfil do WhatsApp #boato
",tecnologia,www.boatos.org/tecnologia/link-primeiro-foto-whatsapp.html
210,"
Silvio Santos chama Bolsonaro de corrupto e torturador no Roda a Roda #boato
",entretenimento,www.boatos.org/entretenimento/silvio-santos-bolsonaro-corrupto.html
211,"
Médium que previu acidente da Chapecoense prevê tsunami em 2018 #boato
",brasil,www.boatos.org/brasil/vidente-chapecoense-campos-tsunami.html
212,"
Restaurante que vende carne humana é inaugurado em Tóquio #boato
",mundo,www.boatos.org/mundo/restaurante-carne-humana-toquio.html
213,"
Perfume Acqua di Gioia está sendo usado por bandidos em assaltos #boato
",brasil,www.boatos.org/brasil/perfume-acqua-di-gioia-assaltos.html
214,"
Moacyr Franco foi demitido do SBT por causa de música proibida pela Justiça #boato
",entretenimento,www.boatos.org/entretenimento/moacyr-franco-demitido-musica.html
215,"
Banco Central anuncia que vai bloquear contas com mais de R$ 10 mil #boato
",brasil,www.boatos.org/brasil/banco-central-bloquear-contas.html
216,"
Recarga Fácil está dando R$ 20 em créditos grátis em promoção de Natal #boato
",tecnologia,www.boatos.org/tecnologia/recarga-facil-creditos-gratis-natal.html
217,"
Enfermeira alerta que bactéria sem cura está nas notas de dinheiro #boato
",saude,www.boatos.org/saude/enfermeira-bacteria-sem-cura-dinheiro.html
218,"
Eliana acaba de anunciar a morte de Silvio Santos #boato
",entretenimento,www.boatos.org/entretenimento/eliana-morte-silvio-santos.html
219,"
Pedro Grandene, dono da Melissa, ganhou US$ 3,5 milhões no cassino ontem #boato
",entretenimento,www.boatos.org/entretenimento/pedro-grandene-milhoes-cassino.html
220,"
PCC oferece R$ 50 mil de recompensa pela morte da socialite Day McCarthy #boato
",brasil,www.boatos.org/brasil/pcc-morte-socialite-day-mccarthy.html
221,"
Cuidado com a lei do 1 minuto e meio ao acordar para não ter um AVC #boato
",saude,www.boatos.org/saude/lei-1-minuto-acordar-avc.html
222,"
Bactéria do dinheiro não tem cura e mata em 21 dias! Cuidado! #boato
",saude,www.boatos.org/saude/bacteria-do-dinheiro-mata.html
223,"
Bandidos colocam garrafa de plástico em pneu para roubar carros #boato
",brasil,www.boatos.org/brasil/garrafa-plastico-pneu-carros.html
224,"
MST rouba ovos de tartaruga no Rio Solimões para vender #boato
",politica,www.boatos.org/politica/mst-ovos-tartaruga-rio-solimoes.html
225,"
Bolsonaro diz que acredita na teoria da Terra plana #boato
",politica,www.boatos.org/politica/bolsonaro-teoria-terra-plana-boato.html
226,"
Apresentador Fausto Silva (Faustão) morre de infarto em São Paulo #boato
",entretenimento,www.boatos.org/entretenimento/fausto-silva-faustao-morre-infarto.html
227,"
General Aureliano fala, em áudio e vídeo, que intervenção militar é inevitável #boato
",politica,www.boatos.org/politica/general-aureliano-intervencao-militar.html
228,"
Anjo caiu do céu hoje de manhã em Londres e na China #boato
",religiao,www.boatos.org/religiao/anjo-caiu-londres-china.html
229,"
ONU alerta sobre megaterremoto no México e EUA nas próximas 48 horas #boato
",mundo,www.boatos.org/mundo/onu-alerta-megaterremoto-mexico.html
230,"
Leia antes de comprar: 7 dicas para não cair em golpes na Black Friday
",brasil,www.boatos.org/brasil/golpes-boatos-black-friday.html
231,"
Professora Yokasta M obriga alunos a transar com ela em troca de notas altas #boato
",mundo,www.boatos.org/mundo/professora-yokasta-m-notas-altas.html
232,"
WhatsApp paga R$ 1 por foto de menina com câncer no sangue #boato
",tecnologia,www.boatos.org/tecnologia/whatsapp-paga-menina-cancer-medula.html
233,"
Fernando Segóvia, chefe da PF, foi a protesto com nariz de palhaço #boato
",politica,www.boatos.org/politica/fernando-segovia-protesto-nariz-palhaco.html
234,"
Smartmatic é a responsável pelas urnas eletrônicas e fraudou eleições do Brasil #boato
",politica,www.boatos.org/politica/smartmatic-fraudou-eleicoes-brasil.html
235,"
Governo lançou lei para cobrar multa R$ 150 de quem não fez biometria #boato
",brasil,www.boatos.org/brasil/governo-lei-multa-biometria.html
236,"
Pisca piscas chineses fazem árvore de Natal pegar fogo, mostra vídeo #boato
",mundo,www.boatos.org/mundo/pisca-chineses-arvore-fogo.html
237,"
Carne de cavalo em embalagem Friboi é vendida em açougues e feiras #boato
",brasil,www.boatos.org/brasil/carne-de-cavalo-friboi.html
238,"
Cacau Show está presenteando com Kit Natal em site oficial #boato
",tecnologia,www.boatos.org/tecnologia/cacau-show-kit-natal-site.html
239,"
Anitta errou a letra do Hino Nacional no GP Brasil de F-1 #boato
",entretenimento,www.boatos.org/entretenimento/anitta-errou-hino-nacional.html
240,"
Quem não fizer biometria do título de eleitor vai pagar R$ 150 de multa #boato
",brasil,www.boatos.org/brasil/biometria-titulo-150-multa.html
241,"
Sardinhas estão vindo com bolinhas brancas que causam parasita mortal #boato
",saude,www.boatos.org/saude/sardinhas-bolinhas-brancas-parasita.html
242,"
Papa Francisco é flagrado dançando merengue com mulher em festa #boato
",religiao,www.boatos.org/religiao/papa-francisco-dancando-merengue.html
243,"
7 boatos (e uma verdade) sobre a Alemanha que já viralizam na internet
",mundo,www.boatos.org/mundo/noticias-falsas-sobre-alemanha.html
244,"
Pessoas abandonam carros por causa de aumento da gasolina na Alemanha #boato
",mundo,www.boatos.org/mundo/pessoas-carros-gasolina-alemanha.html
245,"
Nova espécie de cobra que se esconde na areia aparece em Itaparica (BA) #boato
",brasil,www.boatos.org/brasil/cobra-esconde-areia-itaparica.html
246,"
Cobra venenosa é encontrada em vaso sanitário de São João del Rei #boato
",brasil,www.boatos.org/brasil/cobra-vaso-sanitario-sao-joao-del-rei.html
247,"
Meteoro cai em fazenda de Sinop (MT) e causa cratera gigante #boato
",brasil,www.boatos.org/brasil/meteoro-cratera-gigante-sinop.html
248,"
Tiririca faz revelação chocante sobre eleições de 2018 em carta #boato
",politica,www.boatos.org/politica/tiririca-revelacao-eleicoes-2018.html
249,"
Boticário está presenteando você com kit Natal, perfume e creme de pele #boato
",tecnologia,www.boatos.org/tecnologia/o-boticario-kit-natal-perfume-creme.html
250,"
Gol está dando passagens grátis de final de ano no site Voe de Gol #boato
",tecnologia,www.boatos.org/tecnologia/gol-passagens-gratis-voe-de-gol.html
251,"
Lula contratou 15 advogados para tirar vídeo “a verdade oculta” do ar #boato
",politica,www.boatos.org/politica/lula-15-advogados-tirar-video.html
252,"
Lula xinga Dilma de cretina, maldosa e mentirosa em entrevista #boato
",politica,www.boatos.org/politica/lula-xinga-dilma-de-cretina-entrevista.html
253,"
Ex-prefeito Eduardo Paes leva vida de luxo em Nova York #boato
",politica,www.boatos.org/politica/eduardo-paes-nova-york.html
254,"
Deputada Érika Kokay defende incesto e fim da família em palestra #boato
",politica,www.boatos.org/politica/erika-kokay-defende-incesto.html
255,"
Rodrigo Maia diz que Congresso não é obrigado a ouvir o povo #boato
",politica,www.boatos.org/politica/maia-congresso-ouvir-povo.html
256,"
LATAM está dando 2 ingressos grátis para todos no 41º aniversário #boato
",tecnologia,www.boatos.org/tecnologia/latam-2-ingressos-gratis.html
257,"
Quem é beneficiário do LOAS tem que se recadastrar no INSS #boato
",brasil,www.boatos.org/brasil/beneficiario-loas-recadastrar-inss.html
258,"
Caminhão do deputado Romanelli foi apreendido com drogas #boato
",politica,www.boatos.org/politica/caminhao-deputado-romanelli-drogas.html
259,"
Silvio Santos conheceu Roque pedindo emprego em lanchonete #boato
",entretenimento,www.boatos.org/entretenimento/silvio-santos-roque-lanchonete.html
260,"
Hospital San Juan de Dios ganhará 5 centavos por visualização de vídeo com Macaco #boato
",mundo,www.boatos.org/mundo/hospital-san-juan-dios-doacao.html
261,"
7 boatos sobre drogas mortais que chegaram ao Brasil
",brasil,www.boatos.org/brasil/boatos-drogas-mortais-brasil.html
262,"
Menina Yasmin está desaparecida! Compartilhem a foto dela #boato
",brasil,www.boatos.org/brasil/yasmin-desaparecida-compartilhem-foto.html
263,"
O Boticário está dando lápis delineador Make B grátis em site #boato
",tecnologia,www.boatos.org/tecnologia/o-boticario-lapis-make-b-gratis.html
264,"
Rato é encontrado dentro de garrafa de Coca-Cola retornável em 2017 #boato
",brasil,www.boatos.org/brasil/rato-dentro-garrafa-coca-cola.html
265,"
WhatsApp está dando recargas grátis por causa da Black Friday #boato
",tecnologia,www.boatos.org/tecnologia/whatsapp-recargas-gratis-black-friday.html
266,"
Atirador da igreja do Texas era do grupo esquerdista-comunista Antifas #boato
",mundo,www.boatos.org/mundo/atirador-igreja-texas-antifas.html
267,"
Venezuelanos estão há um mês protestando nas ruas, mostra vídeo #boato
",mundo,www.boatos.org/mundo/venezuelanos-mes-protestando.html
268,"
Menina chega atrasada no Enem por dois anos seguidos #boato
",brasil,www.boatos.org/brasil/atrasada-enem-dois-anos.html
269,"
Clipe de Lorena e Rafaela foi retirado do Youtube pelo Congresso #boato
",entretenimento,www.boatos.org/entretenimento/clipe-lorena-rafaela-retirado-congresso.html
270,"
Significado do emoji de mãos juntas é oração para deuses estranhos #boato
",religiao,www.boatos.org/religiao/emoji-maos-juntas-oracao.html
271,"
Burundanga está sendo usada por bandidos em tráfico de órgãos #boato
",brasil,www.boatos.org/brasil/burundanga-bandidos-trafico-orgaos.html
272,"
MST está destruindo torres de energia para fazendas não produzirem #boato
",politica,www.boatos.org/politica/mst-torres-energia.html
273,"
Governo quer cortar BPC de 4,7 milhões de pessoas com o Cadúnico #boato
",politica,www.boatos.org/politica/governo-cortar-bpc-cadunico.html
274,"
Datena está sendo processado por causa de vídeo sobre salário mínimo #boato
",entretenimento,www.boatos.org/entretenimento/datena-processado-salario-minimo.html
275,"
Polícia irá averiguar conteúdo do telefone celular em abordagens #boato
",brasil,www.boatos.org/brasil/policiais-abordagem-averiguar-celular.html
276,"
Menina com feridas no corpo vai ganhar 1 centavo por vídeo no WhatsApp #boato
",tecnologia,www.boatos.org/tecnologia/menina-com-feridas-centavo-whatsapp.html
277,"
Foto que ensina como se enforcar está se espalhando entre crianças e site infantis #boato
",brasil,www.boatos.org/brasil/foto-como-se-enforcar-criancas.html
278,"
Samsung vende Galaxy S8 por R$9 em 30º aniversário #boato
",tecnologia,www.boatos.org/tecnologia/samsung-vende-galaxy-aniversario.html
279,"
Vladimir Putin declarou guerra à ideologia de gênero e a nova ordem mundial #boato
",mundo,www.boatos.org/mundo/putin-guerra-ideologia-genero.html
280,"
Compartilhe a foto da sobrinha desaparecida de 12 anos e 1,50m #boato
",brasil,www.boatos.org/brasil/sobrinha-desaparecida-12-anos.html
281,"
Diretor Carlos Henrique Schraeder se demitiu da Globo e fez gravação #boato
",entretenimento,www.boatos.org/entretenimento/carlos-henrique-schraeder-gravou.html
282,"
Corinthians vendeu o Brasileirão para a Crefisa e para o Palmeiras #boato
",esporte,www.boatos.org/esporte/corinthians-vendeu-brasileirao-crefisa.html
283,"
7 recomendações médicas falsas que sempre circulam na web
",saude,www.boatos.org/saude/7-recomendacoes-medicas-falsas.html
284,"
Hitler (ou Stalin) e a história da galinha depenada #boato
",mundo,www.boatos.org/mundo/hitler-stalin-galinha-depenada.html
285,"
Papa apela para Trump aprovar lei do descanso dominical #boato
",religiao,www.boatos.org/religiao/papa-trump-lei-dominical.html
286,"
Comentarista da TV alemã Frederick Von Mullir critica os brasileiros #boato
",politica,www.boatos.org/politica/comentarista-alema-critica-brasileiros.html
287,"
Silas Malafaia pede boicote à novela “gay” da Globo “demoníaca” #boato
",religiao,www.boatos.org/religiao/silas-malafaia-novela-gay-globo.html
288,"
Bonecas trans com pênis, como a Niny, começam a ser vendidas no Brasil #boato
",brasil,www.boatos.org/brasil/bonecas-com-penis-vendidas-brasil.html
289,"
Orgia entre idosos acaba com sete mortos na Bélgica #boato
",mundo,www.boatos.org/mundo/orgia-idosos-sete-mortos.html
290,"
Rosto de Jesus aparece nas nuvens em Dianópolis, Tocantins #boato
",religiao,www.boatos.org/religiao/rosto-jesus-nuvens-dianopolis.html
291,"
Palmeiras tem mundial interclubes reconhecido pela Fifa #boato
",esporte,www.boatos.org/esporte/palmeiras-ja-foi-campeao-mundial.html
292,"
Livro de Roberto Bolaños revela que seu Madruga era pai de Chaves #boato
",entretenimento,www.boatos.org/entretenimento/livro-seu-madruga-pai-chaves.html
293,"
Vídeo íntimo do deputado Wladimir Costa com loira vaza na internet #boato
",politica,www.boatos.org/politica/video-intimo-wladimir.html
294,"
Veículos de luxo apreendidos na Lava Jato são retirados da PF em Curitiba #boato
",politica,www.boatos.org/politica/veiculos-luxo-lava-jato.html
295,"
Menino Gustavo, de 5 anos, foi sequestrado no Santa Mônica de Madureira #boato
",brasil,www.boatos.org/brasil/menino-sequestrado-santa-monica.html
296,"
Novo clipe de Gabriel O Pensador vai ser retirado do ar pela presidência #boato
",entretenimento,www.boatos.org/entretenimento/clipe-gabriel-o-pensador-retirado.html
